description,chance-success
"health: 0.59
strength: 0.33
dexterity: 0.41
perception: 0.50
intelligence: 0.47
charisma: 0.55
stamina: 0.41
<DM>You attempt to sneak past a group of guards.</DM>
<Player>I rely on my dexterity and perception to move undetected.</Player>",0.5
"health: 0.47
strength: 0.50
dexterity: 0.41
perception: 0.59
intelligence: 0.33
charisma: 0.47
stamina: 0.68
<DM>You attempt to resist the effects of a poison.</DM>
<Player>I rely on my health and stamina to fight off the poison.</Player>",0.55
"health: 0.50
strength: 0.59
dexterity: 0.33
perception: 0.41
intelligence: 0.50
charisma: 0.47
stamina: 0.50
<DM>You try to open a heavy door in a hurry.</DM>
<Player>I rely on my strength and stamina to force it open.</Player>",0.52
"health: 0.47
strength: 0.50
dexterity: 0.47
perception: 0.59
intelligence: 0.33
charisma: 0.41
stamina: 0.50
<DM>You attempt to scale a steep cliff with minimal gear.</DM>
<Player>I rely on my dexterity and strength to climb safely.</Player>",0.52
"health: 0.50
strength: 0.41
dexterity: 0.59
perception: 0.47
intelligence: 0.33
charisma: 0.55
stamina: 0.33
<DM>You attempt to charm an enemy into surrendering.</DM>
<Player>I rely on my charisma to talk them down.</Player>",0.5
"health: 0.59
strength: 0.50
dexterity: 0.33
perception: 0.50
intelligence: 0.41
charisma: 0.47
stamina: 0.47
<DM>You attempt to endure extreme heat while hiking.</DM>
<Player>I rely on my health and stamina to survive the conditions.</Player>",0.52
"health: 0.41
strength: 0.68
dexterity: 0.47
perception: 0.50
intelligence: 0.33
charisma: 0.50
stamina: 0.47
<DM>You attempt to break free from a trap set by enemies.</DM>
<Player>I use my strength and dexterity to escape the trap.</Player>",0.5
"health: 0.47
strength: 0.50
dexterity: 0.41
perception: 0.59
intelligence: 0.33
charisma: 0.41
stamina: 0.55
<DM>You attempt to swim across a dangerous river.</DM>
<Player>I rely on my stamina and strength to cross the river.</Player>",0.52
"health: 0.50
strength: 0.41
dexterity: 0.59
perception: 0.47
intelligence: 0.50
charisma: 0.33
stamina: 0.68
<DM>You try to outrun an enemy who is chasing you.</DM>
<Player>I use my dexterity and stamina to escape quickly.</Player>",0.55
"health: 0.50
strength: 0.50
dexterity: 0.47
perception: 0.41
intelligence: 0.33
charisma: 0.50
stamina: 0.41
<DM>You try to scale a high wall while being pursued.</DM>
<Player>I rely on my strength and dexterity to climb quickly.</Player>",0.52
"health: 0.59
strength: 0.33
dexterity: 0.50
perception: 0.41
intelligence: 0.47
charisma: 0.50
stamina: 0.68
<DM>You attempt to disarm a complex trap.</DM>
<Player>I rely on my intelligence and dexterity to disable the trap.</Player>",0.55
"health: 0.50
strength: 0.33
dexterity: 0.50
perception: 0.59
intelligence: 0.41
charisma: 0.41
stamina: 0.47
<DM>You attempt to decipher an ancient language.</DM>
<Player>I rely on my intelligence and perception to solve the puzzle.</Player>",0.52
"health: 0.47
strength: 0.59
dexterity: 0.41
perception: 0.50
intelligence: 0.33
charisma: 0.50
stamina: 0.41
<DM>You attempt to lift a heavy object to save someone.</DM>
<Player>I rely on my strength to lift the object.</Player>",0.5
"health: 0.50
strength: 0.47
dexterity: 0.59
perception: 0.33
intelligence: 0.47
charisma: 0.50
stamina: 0.33
<DM>You try to escape a sinking ship.</DM>
<Player>I rely on my dexterity and strength to swim to safety.</Player>",0.52
"health: 0.41
strength: 0.50
dexterity: 0.41
perception: 0.59
intelligence: 0.50
charisma: 0.47
stamina: 0.41
<DM>You attempt to solve a riddle while being chased by enemies.</DM>
<Player>I rely on my intelligence and perception to solve it under pressure.</Player>",0.47
"health: 0.50
strength: 0.33
dexterity: 0.50
perception: 0.47
intelligence: 0.50
charisma: 0.59
stamina: 0.33
<DM>You attempt to charm your way out of a tight situation.</DM>
<Player>I rely on my charisma and intelligence to talk my way out.</Player>",0.52
"health: 0.33
strength: 0.59
dexterity: 0.50
perception: 0.41
intelligence: 0.41
charisma: 0.50
stamina: 0.33
<DM>You attempt to break through a door with force.</DM>
<Player>I rely on my strength to break the door down.</Player>",0.5
"health: 0.47
strength: 0.50
dexterity: 0.47
perception: 0.50
intelligence: 0.41
charisma: 0.50
stamina: 0.41
<DM>You try to avoid a sneak attack from behind.</DM>
<Player>I rely on my perception and dexterity to react quickly.</Player>",0.52
"health: 0.59
strength: 0.33
dexterity: 0.50
perception: 0.47
intelligence: 0.50
charisma: 0.47
stamina: 0.33
<DM>You attempt to run from an enemy in a dense forest.</DM>
<Player>I rely on my dexterity and intelligence to escape through the trees.</Player>",0.5
"health: 0.41
strength: 0.50
dexterity: 0.33
perception: 0.50
intelligence: 0.59
charisma: 0.50
stamina: 0.41
<DM>You attempt to read an ancient manuscript under pressure.</DM>
<Player>I rely on my intelligence and perception to read the text.</Player>",0.5
"health: 0.47
strength: 0.50
dexterity: 0.33
perception: 0.50
intelligence: 0.47
charisma: 0.41
stamina: 0.50
<DM>You try to lift a heavy object while injured.</DM>
<Player>I rely on my strength and stamina to move it.</Player>",0.52
"health: 0.50
strength: 0.59
dexterity: 0.41
perception: 0.50
intelligence: 0.50
charisma: 0.47
stamina: 0.33
<DM>You attempt to climb a wall while being pursued.</DM>
<Player>I rely on my strength and dexterity to scale the wall.</Player>",0.5
"health: 0.50
strength: 0.41
dexterity: 0.59
perception: 0.33
intelligence: 0.47
charisma: 0.47
stamina: 0.33
<DM>You try to sneak past a guard unnoticed.</DM>
<Player>I rely on my dexterity and intelligence to evade detection.</Player>",0.5
"health: 0.41
strength: 0.50
dexterity: 0.50
perception: 0.47
intelligence: 0.41
charisma: 0.50
stamina: 0.50
<DM>You try to dodge an incoming attack from multiple enemies.</DM>
<Player>I rely on my dexterity and perception to avoid the attack.</Player>",0.52
"health: 0.59
strength: 0.33
dexterity: 0.41
perception: 0.50
intelligence: 0.47
charisma: 0.47
stamina: 0.50
<DM>You attempt to outsmart a trap set by your enemies.</DM>
<Player>I rely on my intelligence and perception to disarm the trap.</Player>",0.5
"health: 0.47
strength: 0.50
dexterity: 0.59
perception: 0.50
intelligence: 0.41
charisma: 0.50
stamina: 0.33
<DM>You try to escape an enemy's grasp.</DM>
<Player>I rely on my dexterity and strength to break free.</Player>",0.5
"health: 0.82
strength: 0.87
dexterity: 0.90
perception: 0.83
intelligence: 0.91
charisma: 0.88
stamina: 0.85
<DM>You charge into battle with your allies.</DM>
<Player>I rely on my strength, stamina, and teamwork to win.</Player>",0.92
"health: 0.88
strength: 0.80
dexterity: 0.90
perception: 0.85
intelligence: 0.91
charisma: 0.87
stamina: 0.91
<DM>You cross a treacherous bridge with a group of adventurers.</DM>
<Player>I use my dexterity and perception to safely navigate the path.</Player>",0.9
"health: 0.93
strength: 0.85
dexterity: 0.87
perception: 0.82
intelligence: 0.88
charisma: 0.89
stamina: 0.91
<DM>You attempt to lift a massive stone door blocking your path.</DM>
<Player>I use my strength and stamina to lift the door.</Player>",0.94
"health: 0.90
strength: 0.82
dexterity: 0.89
perception: 0.87
intelligence: 0.93
charisma: 0.80
stamina: 0.86
<DM>You sneak into a fortress undetected to rescue a friend.</DM>
<Player>I use my dexterity and intelligence to stay hidden.</Player>",0.92
"health: 0.88
strength: 0.86
dexterity: 0.80
perception: 0.91
intelligence: 0.83
charisma: 0.90
stamina: 0.94
<DM>You navigate through a dark dungeon full of traps.</DM>
<Player>I rely on my perception and stamina to avoid traps.</Player>",0.93
"health: 0.92
strength: 0.88
dexterity: 0.83
perception: 0.91
intelligence: 0.89
charisma: 0.85
stamina: 0.95
<DM>You try to outrun a pursuer through the woods.</DM>
<Player>I use my stamina and dexterity to lose them in the trees.</Player>",0.94
"health: 0.85
strength: 0.90
dexterity: 0.91
perception: 0.87
intelligence: 0.88
charisma: 0.86
stamina: 0.92
<DM>You attempt to break through a fortified gate.</DM>
<Player>I use my strength and stamina to force open the gate.</Player>",0.91
"health: 0.91
strength: 0.94
dexterity: 0.87
perception: 0.89
intelligence: 0.88
charisma: 0.92
stamina: 0.90
<DM>You fight a powerful creature in close combat.</DM>
<Player>I rely on my strength and stamina to overpower it.</Player>",0.93
"health: 0.88
strength: 0.92
dexterity: 0.85
perception: 0.90
intelligence: 0.93
charisma: 0.94
stamina: 0.91
<DM>You attempt to solve an intricate puzzle in a hidden chamber.</DM>
<Player>I use my intelligence and perception to crack the puzzle.</Player>",0.92
"health: 0.91
strength: 0.88
dexterity: 0.92
perception: 0.85
intelligence: 0.89
charisma: 0.94
stamina: 0.91
<DM>You disarm a deadly trap in a thief's den.</DM>
<Player>I rely on my dexterity and intelligence to disarm the trap.</Player>",0.93
"health: 0.94
strength: 0.91
dexterity: 0.93
perception: 0.92
intelligence: 0.88
charisma: 0.90
stamina: 0.95
<DM>You break through an enemy line with your allies.</DM>
<Player>I rely on my strength, stamina, and teamwork to charge forward.</Player>",0.95
"health: 0.90
strength: 0.93
dexterity: 0.89
perception: 0.91
intelligence: 0.91
charisma: 0.87
stamina: 0.94
<DM>You try to swim across a raging river.</DM>
<Player>I rely on my stamina and dexterity to make it across safely.</Player>",0.92
"health: 0.89
strength: 0.92
dexterity: 0.90
perception: 0.88
intelligence: 0.85
charisma: 0.87
stamina: 0.93
<DM>You scale a high mountain to reach the summit.</DM>
<Player>I rely on my strength, stamina, and dexterity to climb to the top.</Player>",0.93
"health: 0.92
strength: 0.93
dexterity: 0.88
perception: 0.91
intelligence: 0.89
charisma: 0.95
stamina: 0.90
<DM>You attempt to fight a powerful monster alone.</DM>
<Player>I use my strength and stamina to defeat the monster.</Player>",0.94
"health: 0.94
strength: 0.91
dexterity: 0.87
perception: 0.90
intelligence: 0.92
charisma: 0.88
stamina: 0.93
<DM>You try to dodge an incoming attack from a foe.</DM>
<Player>I rely on my dexterity and perception to avoid the attack.</Player>",0.91
"health: 0.91
strength: 0.88
dexterity: 0.93
perception: 0.91
intelligence: 0.94
charisma: 0.87
stamina: 0.90
<DM>You sneak through a fortress to steal valuable items.</DM>
<Player>I rely on my dexterity and perception to sneak past the guards.</Player>",0.92
"health: 0.93
strength: 0.87
dexterity: 0.89
perception: 0.92
intelligence: 0.93
charisma: 0.90
stamina: 0.91
<DM>You attempt to solve a complex puzzle under pressure.</DM>
<Player>I use my intelligence and perception to solve it quickly.</Player>",0.94
"health: 0.94
strength: 0.93
dexterity: 0.90
perception: 0.92
intelligence: 0.91
charisma: 0.87
stamina: 0.90
<DM>You try to break through a barricade to save someone.</DM>
<Player>I rely on my strength and stamina to force it open.</Player>",0.93
"health: 0.91
strength: 0.94
dexterity: 0.89
perception: 0.93
intelligence: 0.91
charisma: 0.92
stamina: 0.88
<DM>You lead a charge to defend your allies from an attack.</DM>
<Player>I rely on my strength and charisma to lead the charge.</Player>",0.92
"health: 0.86
strength: 0.92
dexterity: 0.80
perception: 0.89
intelligence: 0.85
charisma: 0.83
stamina: 0.90
<DM>You face off against a large creature, preparing for a tough battle.</DM>
<Player>I charge forward, using my strength to land a powerful blow and avoid its attacks.</Player>",0.87
"health: 0.88
strength: 0.83
dexterity: 0.85
perception: 0.81
intelligence: 0.89
charisma: 0.92
stamina: 0.87
<DM>You need to outrun an approaching danger in a dense forest.</DM>
<Player>I dash through the trees, relying on my agility to stay ahead.</Player>",0.86
"health: 0.80
strength: 0.89
dexterity: 0.91
perception: 0.87
intelligence: 0.82
charisma: 0.84
stamina: 0.88
<DM>You scale a difficult cliff face in a harsh environment.</DM>
<Player>I press on, finding footholds and using all my energy to make it to the top.</Player>",0.85
"health: 0.83
strength: 0.80
dexterity: 0.89
perception: 0.92
intelligence: 0.90
charisma: 0.87
stamina: 0.86
<DM>You sneak through a heavily guarded area to gather information.</DM>
<Player>I carefully move through the shadows, staying hidden from the guards.</Player>",0.84
"health: 0.91
strength: 0.85
dexterity: 0.83
perception: 0.88
intelligence: 0.91
charisma: 0.89
stamina: 0.92
<DM>You try to negotiate with a group to form an alliance.</DM>
<Player>I confidently present our offer and convince them to join us.</Player>",0.87
"health: 0.87
strength: 0.91
dexterity: 0.90
perception: 0.83
intelligence: 0.85
charisma: 0.86
stamina: 0.89
<DM>You try to break through a strong barricade blocking your path.</DM>
<Player>I strike the barricade with all my might, hoping to break through.</Player>",0.88
"health: 0.82
strength: 0.88
dexterity: 0.89
perception: 0.91
intelligence: 0.85
charisma: 0.90
stamina: 0.84
<DM>You attempt to decipher an ancient language to uncover its secrets.</DM>
<Player>I carefully study the symbols, making connections to unlock their meaning.</Player>",0.85
"health: 0.85
strength: 0.92
dexterity: 0.81
perception: 0.88
intelligence: 0.90
charisma: 0.83
stamina: 0.89
<DM>You lead your group through a dangerous storm to safety.</DM>
<Player>I guide everyone forward, staying alert and making quick decisions.</Player>",0.86
"health: 0.89
strength: 0.91
dexterity: 0.85
perception: 0.92
intelligence: 0.84
charisma: 0.80
stamina: 0.87
<DM>You attempt to rescue someone trapped in a collapsing building.</DM>
<Player>I move quickly and use my strength to break through the debris.</Player>",0.86
"health: 0.84
strength: 0.82
dexterity: 0.90
perception: 0.91
intelligence: 0.85
charisma: 0.86
stamina: 0.88
<DM>You attempt to escape a group of enemies following you through a city.</DM>
<Player>I use my agility to weave through the streets, evading them.</Player>",0.87
"health: 0.85
strength: 0.87
dexterity: 0.83
perception: 0.90
intelligence: 0.88
charisma: 0.89
stamina: 0.91
<DM>You try to lead a rebellion against a powerful faction.</DM>
<Player>I rally my allies and lead the charge against the oppressors.</Player>",0.86
"health: 0.90
strength: 0.89
dexterity: 0.91
perception: 0.82
intelligence: 0.88
charisma: 0.90
stamina: 0.85
<DM>You try to convince an influential figure to support your cause.</DM>
<Player>I present a compelling argument, using all my charisma and intelligence.</Player>",0.87
"health: 0.86
strength: 0.92
dexterity: 0.80
perception: 0.89
intelligence: 0.90
charisma: 0.91
stamina: 0.85
<DM>You attempt to break into an enemy’s stronghold to gather intel.</DM>
<Player>I carefully move past the guards, relying on my agility to avoid detection.</Player>",0.85
"health: 0.90
strength: 0.86
dexterity: 0.91
perception: 0.89
intelligence: 0.87
charisma: 0.80
stamina: 0.84
<DM>You try to climb a rope to reach the summit of a mountain.</DM>
<Player>I climb steadily, using all my strength and perseverance to reach the top.</Player>",0.86
"health: 0.88
strength: 0.87
dexterity: 0.80
perception: 0.92
intelligence: 0.85
charisma: 0.91
stamina: 0.90
<DM>You attempt to cross a dangerous bridge in the middle of a storm.</DM>
<Player>I carefully navigate the treacherous path, focusing on my surroundings.</Player>",0.86
"health: 0.91
strength: 0.86
dexterity: 0.85
perception: 0.88
intelligence: 0.92
charisma: 0.87
stamina: 0.90
<DM>You try to enter a secretive group by proving your worth.</DM>
<Player>I demonstrate my skills and intelligence to gain their approval.</Player>",0.85
"health: 0.84
strength: 0.90
dexterity: 0.89
perception: 0.80
intelligence: 0.91
charisma: 0.83
stamina: 0.87
<DM>You attempt to track down a fugitive in a dense city.</DM>
<Player>I carefully observe the surroundings, relying on my instincts and persistence.</Player>",0.85
"health: 0.86
strength: 0.85
dexterity: 0.90
perception: 0.87
intelligence: 0.83
charisma: 0.90
stamina: 0.91
<DM>You try to retrieve an artifact from a dangerous temple.</DM>
<Player>I move carefully through the temple, avoiding traps and obstacles.</Player>",0.86
"health: 0.87
strength: 0.91
dexterity: 0.83
perception: 0.88
intelligence: 0.89
charisma: 0.80
stamina: 0.92
<DM>You attempt to fight off an attacker in close quarters.</DM>
<Player>I rely on my combat training and stamina to overpower my opponent.</Player>",0.87
